"id","junction_name","latitude","longitude"
1930,"DEVONSHIRE ST AT SEPULVEDA BL",34.25729641624873,-118.46729404830738
1931,"BARBYDELL  DR  AT  WOODBINE  ST",34.03461249675139,-118.40282373722683
1932,"BEVERLY GLEN BL AT ASHTON AV",34.06690621660105,-118.42887167147919
1933,"PARTHENIA  ST  AT  WILLIS  AV",34.228265602074494,-118.45356102733487
1934,"CADILLAC AV AT LA CIENEGA BL",34.037457298123826,-118.37434005256037
1935,"REDONDO  BL   AT   WESTHAVEN  ST",34.03250351561639,-118.3562701936124
1936,"125th ST AT AINSWORTH ST",33.91922319823068,-118.28916809890079
1937,"ST  ANDREWS  PL  AT  39TH  PL",34.01463189489003,-118.31109552989975
1938,"DENKER  AV  AT  42ND  PL",34.00607953662707,-118.3045576256106
1939,"29TH  ST  AT  GRIFFITH  AV",34.01711385281797,-118.25923838365033
1940,"15TH  ST  AT  SANTEE  ST",34.0331140647993,-118.2599196444344
1941,"CADILLAC AV AT LA CIENEGA BL",34.03824721824076,-118.37721835561078
1942,"15TH  ST  AT  SANTEE  ST",34.03341381196752,-118.26045371476178
1943,"PICO  BL  AT  COCHRAN  AV",34.048153936804745,-118.35155626798706
1944,"CLOVERDALE AV  AT  EDGEWOOD PL",34.05481596334233,-118.34891080607545
1945,"5TH  ST  E/O  FLOWER  ST",34.05018082003009,-118.25394368222864
1946,"37TH PL  E/O  WESTERN  AV",34.01998898815952,-118.3061839592002
1947,"TRINITY  ST  AT  ADAMS  BL",34.02346689336626,-118.26262550960956
1948,"ARLINGTON  AV  AT  52ND  ST",34.000054343457805,-118.31814713094822
1949,"WILBUR AV AT VENTURA BL",34.17225498788996,-118.54474028879075
1950,"SARAH ST AT RADFORD AV",34.15399100295419,-118.39104037626937
1951,"STONE CANYON AV AT MARBLE DR",34.142239801396286,-118.46024716253241
1952,"LONGWOOD  AV  AT  EDGEWOOD  PL",34.055682799565744,-118.33890397532208
1953,"MARENGO  ST   AT   CHICAGO  ST",34.05603535424307,-118.20606027689595
1954,"CHICAGO  ST   AT   MARENGO  ST",34.05554181770186,-118.2063684306252
1955,"12TH AVE   AT   VENICE  BL",34.04762825826832,-118.32454804602777
1956,"EDGEWOOD  PL  AT  LONGWOOD  AV",34.055682799565744,-118.33890397532208
1957,"ORLANDO  AV  AT  PACKARD  ST",34.05511916590442,-118.37391069167009
1958,"LA  CIENEGA  BL  AT  PACKARD  ST",34.055088074692506,-118.37617764408928
1959,"WASHINGTON  BL  AT  BERENDO  ST",34.04000183639299,-118.29340759374564
1960,"4TH ST AT ST LOUIS ST",34.042270442851226,-118.2154737849852
1961,"SOTO  ST  AT  WHITTIER  BL",34.035015664364785,-118.21529055243764
1962,"EDGEWOOD  PL  AT  LONGWOOD  AV",34.05551718529159,-118.3379227271093
1963,"WABASH AV AT FICKETT ST",34.053024573324784,-118.20385056404797
1964,"NORMANDIE  AV AT  ADAMS BL",34.03369439682227,-118.30026856494929
1965,"TEMPLE  ST  E/O  LOS  ANGELES  ST",34.05342495769913,-118.24087442339632
1966,"1ST  ST  AT  OLIVE  ST",34.05500808078207,-118.24767711084404
1967,"VAN NUYS  BL  AT  ERWIN  ST",34.18265253399226,-118.44872403464917
1968,"MASON  AV  AT  ROSCOE  BL",34.21821181253899,-118.57977997830207
1969,"WOODLEY  AV  AT  CHATSWORTH  ST",34.26466579065649,-118.48479978804812
1970,"VALERIO  ST  AT  KELVIN  AV",34.20468832882719,-118.58629671167182
1971,"SHERMAN GROVE AV N/O DAY ST",34.25429141525748,-118.32016307864697
1972,"BLAINE ST  N/O  11TH ST",34.04633419208387,-118.27075382099734
1973,"GRAND  AV  N/O  7TH  ST",34.047972608143745,-118.25598788515265
1974,"ALPINE  ST  AT  ALAMEDA  ST",34.06130735292825,-118.23524696634519
1975,"TREMAINE  AV   N/O   OLYMPIC  BL",34.058601463396045,-118.33671693803021
1976,"ASHTON AV AT BEVERLY GLEN BL",34.066551136653025,-118.42672900747341
1977,"WARNER  AV  AT  ASHTON  AV",34.06425950003506,-118.43223660439403
1978,"WARNER  AV  AT  ASHTON  AV",34.06380759139296,-118.4308888122094
1979,"DODSON  AV   AT 16TH ST",33.73068220310416,-118.31188875221632
1980,"TABOR  ST  AT  GLENDON  AV",34.02324678965972,-118.41047338201265
1981,"ALMA  ST   AT   24TH  ST",33.722472544280045,-118.29903425249229
1982,"79TH  ST  AT  ZAYANTA  DR",33.962913885712446,-118.43514214270493
1983,"PATTON AV AT 27th ST",33.7187764689011,-118.30500495238581
1984,"11TH  ST  E/O  ALVARADO  ST",34.04977513589325,-118.27965598969728
1985,"SUPERBA  AV  W/O  PENMAR  AV",33.99634995927872,-118.45750590887239
1986,"LUCILLE AV E/O PENMAR AV",33.99626625989439,-118.4521661907672
1987,"SAWTELLE  BL   AT  CULVER  DR",33.997020836532,-118.40315185294786
1988,"LASSEN ST AT HASKELL AV",34.25009973068557,-118.47620017708918
1989,"TUPPER ST  AT  HAYVENHURST AV",34.239358099496314,-118.49377481356015
1990,"CRENSHAW  BL AT  ADAMS BL",34.03506422783379,-118.33373570046982
1991,"RIMPAU   BL AT 4TH ST",34.06893589564106,-118.33035403274482
1992,"LORENA  ST  AT  1ST  ST",34.037153911483635,-118.19503754812587
1993,"6TH  ST  E/O  ST  LOUIS  ST",34.039080040671365,-118.21737428288714
1994,"DENKER  AV  AT  ROLLAND CURTIS  PL",34.01643704286941,-118.3045447927102
1995,"MARENGO  ST  AT  CUMMINGS  ST",34.05653713940034,-118.20720882866365
1996,"CENTRAL  AV  AT  51ST  ST",33.99712460158609,-118.2564671392375
1997,"PENMAR AV N/O LUCILLE AV",33.997535702001336,-118.45314739351002
1998,"HOLLYWOOD BL  AT  MARTEL  AV",34.101635128473404,-118.35017975870497
1999,"HOLLYWOOD BL  AT  MARTEL  AV",34.10163399074358,-118.34998651919547
2000,"CHEROKEE  AV  AT  YUCCA  ST",34.101978445991286,-118.33476278426681
2001,"THAYER  AV  AT  LE CONTE  AV",34.06792971868286,-118.43552918163081
2002,"VICTORIA  AV  AT  BARRINGTON AV",34.00940015552412,-118.42835274723906
2003,"BIENVENEDA  AV  AT  EL HITO  CIR",34.060054108359495,-118.54360455914961
2004,"BESTOR  BL  W/O  CHAUTAUQUA  BL",34.0515354152337,-118.51806292710884
2005,"CORSICA  DR  AT  NAPOLI  DR",34.04814969627258,-118.50557168490833
2006,"RUSSELL AV AT TALMADGE ST",34.10452552851636,-118.28305919514716
2007,"PIERCE  ST  AT  ARLETA  AV",34.251016954332336,-118.43554648552134
2008,"GENESTA AV AT VALERIO ST",34.204795322689094,-118.50332290807636
2009,"ORANGE GROVE  AV  S/O  SELMA  AV",34.09807527747334,-118.36037214592969
2010,"ECHO  PARK  AV   AT   DUANE  ST",34.08690403653408,-118.2508662001191
2011,"GOWER  ST  AT  FRANKLIN  AV",34.10432878625175,-118.32243731794449
2012,"CENTINELA AV AT ALLIN ST",33.98902084039439,-118.4184003755963
2013,"ELECTRIC AV AT WESTMINSTER AV",33.99235366886375,-118.47050298291043
2014,"CANYON DR AT FOOTHILL DR",34.10831648279117,-118.3169335733692
2015,"WADE  ST  N/O  PALMS  BL",34.011030294484605,-118.44498417080021
2016,"MIDVALE AV AT MISSISSIPPI AVE",34.04614201700415,-118.43507467803367
2017,"COTNER  AV  AT  LA GRANGE  AV",34.0436272553842,-118.44307357305794
2018,"NORTON  AV  AT  BEVERLY  BL",34.076222796397396,-118.3170433073595
2019,"CHICKASAW AV E/O TOWNSEND AV",34.13785966746486,-118.2015160384103
2020,"MOTOR  AV  AT  CHEVIOT  DR",34.03799394353918,-118.40783182899591
2021,"ASHTON  AV  AT  FAIRBURN  AV",34.061086661235656,-118.43201375783293
2022,"GENESTA AV AT SAN JOSE ST",34.26023270900795,-118.5045024041379
2023,"VANALDEN  AV   AT   CHATSWORTH  ST",34.26527461363945,-118.54915237709031
2024,"ORO VISTA AV AT WENTWORTH ST",34.26549990597632,-118.31574093470995
2025,"KEWEN  AVE  AT  VAN NUYS  BL",34.262380215687614,-118.42720393884035
2026,"SALTAIR  AV  AT  ROCHESTER  AV",34.04273790173033,-118.46382940403073
2027,"SEPULVEDA  BL  N/O  MULHOLLAND  DR",34.12985832775081,-118.48053350438435
2028,"BEVERLY GLEN BL   AT  COY DR",34.130312655410044,-118.44340771066388
2029,"BROMONT AV AT HARDING ST",34.297292779294146,-118.42216929252183
2030,"BALBOA  BL  AT  WOODLEY  AV",34.30353699256058,-118.50103859381565
2031,"CORRENTI  ST  AT  HADDON  AV",34.2477725887706,-118.41466326411934
2032,"ROSEWOOD AV AT ARDEN BL",34.0789496709145,-118.32600712613177
2033,"MELROSE  AV  AT  VAN NESS  AV",34.083509273245866,-118.31463699778412
2034,"DORRIS PL N/O RIVERSIDE DR",34.09036235961482,-118.23820859483119
2035,"DEVONSHIRE  ST  AT  BALBOA  BL",34.257493685474316,-118.49797717822182
2036,"PLUMMER  ST  AT  MASON  AV",34.24273819338071,-118.57544172482865
2037,"WHITWORTH  DR  AT  CLARK  DR",34.05710411500624,-118.38472705654733
2038,"NORDHOFF  ST  AT  RESEDA  BL",34.235495615635784,-118.53585644838654
2039,"CLYBOURN  AV  AT  VALERIO  ST",34.20316904489733,-118.36244720844579
2040,"RIVERSIDE  DR  AT  CLYBOURN  AV",34.152213751549056,-118.34765046419268
2041,"CLEARWOOD  CT   W/O   NICADA  DR",34.1273747799285,-118.44724695570511
2042,"LOWELL AV N/O CONCORD AV",34.079552437240224,-118.1623651844658
2043,"FRANKLIN  AV  AT  BRONSON  AV",34.105263448239725,-118.31800672486334
2044,"HERCULES  DR  AT  APOLLO  DR",34.11063050711887,-118.3645856271061
2045,"HOLLYWOOD  BL  AT  EDGEMONT  ST",34.10177772830397,-118.29451885744903
2046,"BURBANK  BL   E/O   PLATT  AV",34.17189278575672,-118.64078888411635
2047,"SHERMAN  WAY  AT  FALLBROOK  AV",34.20099235954235,-118.62128684023625
2048,"DAY  ST  AT  GISH  AV",34.25308933307691,-118.27692814171499
2049,"OWENSMOUTH  AV  AT  ERWIN  ST",34.18111891079961,-118.60152461590985
2050,"BEVERLY GLEN BL  AT  BRIARWOOD DR",34.11797097832537,-118.44607211645028
2051,"WESTERN  AV   AT   60TH  PL",33.985236541792254,-118.308956404224
2052,"VAN  NESS  AV  AT  70TH  ST",33.97820609918498,-118.31773769763885
2053,"78th ST AT CRENSHAW BL",33.969075391699526,-118.33085644777415
2054,"MAIN  ST  N/O  SLAUSON  AV",33.989195952215965,-118.27393988676175
2055,"257TH  ST  AT  FRAMPTON  AV",33.79093170195232,-118.29748684465423
2056,"ANAHEIM ST AT BELLE PORTE AV",33.784495393469605,-118.30203299809759
2057,"223rd ST AT HARVARD BL",33.82452015199315,-118.30374829804038
2058,"HARVARD BL AT 223rd ST",33.824498034442875,-118.30638195862394
2059,"WILMINGTON AV N/O WILLOWBROOK AV",33.931496135516625,-118.23905293252321
2060,"TRINITY ST AT 30th ST",34.01930651790069,-118.26528180998775
2061,"WELLS  DR  AT  DEL  MORENO  DR",34.15930204938742,-118.57566167725929
2062,"STAGG ST AT CHERRYSTONE AV",34.21282545228989,-118.43600118041996
2063,"VINELAND  AV  E/O  FRUITLAND  DR",34.13933253369021,-118.37020623260291
2064,"SANTA RITA ST E/O VANALDEN AV",34.16767320133108,-118.54828085702664
2065,"OXNARD  ST  AT  WHITE  OAK  AV",34.18014026206564,-118.51851721984136
2066,"120TH  ST  AT  VERMONT  AV",33.92368939320829,-118.29152154057081
2067,"WILTON PL AT 39th ST",34.01464108716014,-118.31518504537298
2068,"24TH  ST  AT  GRIFFITH  AV",34.02156305690034,-118.2564080710991
2069,"HOOPER  AV  AT  41ST  ST",34.00927227430128,-118.25213249937971
2070,"DENKER  AV  AT  42ND  PL",34.00844559016203,-118.30455694888168
2071,"LEDGE AV  S/O LANARK ST",34.2163579377236,-118.35757258005712
2072,"SOTO  ST  AT  WABASH  AV",34.05255783439356,-118.20414843604279
2073,"SHERMAN  WAY  AT  WOODLAKE  AV",34.20052355231522,-118.62907952509934
2074,"ROYAL HILLS DR W/O SEPULVEDA BL",34.13538985614466,-118.48741350032755
2075,"GLORIA AV AT MOORPARK ST",34.155776614168104,-118.47926530247278
2076,"MARCH AV AT ROSCOE BL",34.21917837358903,-118.64374858261493
2077,"CAMARILLO  ST  AT  BAKMAN  AV",34.157644557877525,-118.37739804520712
2078,"NICADA DR  S/O  BOTTLEBRUSH DR",34.1273747799285,-118.44724695570511
2079,"VENTURA  BL  AT  HAYVENHURST  AV",34.157569942885765,-118.49235913289161
2080,"SUNSET  BL  AT  FAIRFAX  AV",34.098067552313786,-118.36100633162488
2081,"8TH  ST  AT  RIMPAU  BL",34.06096084813612,-118.3307906372487
2082,"8th ST AT LORRAINE BL",34.05947916034997,-118.32150594675208
2083,"9TH  ST   AT   RIMPAU  BL",34.05894504251154,-118.33293322682043
2084,"PALMS BL AT PENMAR AV",33.997174676354774,-118.45921631635281
2085,"MALCOLM  AV  N/O  MANNING  AV",34.06712678743302,-118.43798976711439
2086,"ALBERTA  DR  AT  RANDALL ST",33.986856509456935,-118.4095899283533
2087,"CEDROS AV AT BASSETT ST",34.19574374087058,-118.45310043393802
2088,"ZELZAH  AV  N/O  DEVONSHIRE  ST",34.25583727466211,-118.52338669273517
2089,"WOODLEY AV S/O MAGNOLIA BL",34.16307827203541,-118.4836379708612
2090,"DELANO ST E/O SYLMAR  AV",34.18265475550059,-118.44435812048846
2091,"VAN  NUYS  BL  AT  ADDISON  ST",34.15941943966632,-118.44870902400875
2092,"DAY ST E/O SHERMAN GROVE AV",34.25428619277549,-118.31930698208052
2093,"SATICOY ST AT WOODLEY AV",34.20843996184206,-118.48368062855857
2094,"HATTERAS  ST  AT  NATICK  AV",34.17574737321393,-118.45308554356048
2095,"CHATSWORTH ST E/O CHATSWORTH DR",34.26449371854701,-118.45858473541666
2096,"MAIN  ST  AT  IMPERIAL  HWY",33.931022807969214,-118.27388922388994
2097,"103RD ST   AT   JUNIPER  ST",33.94312023627002,-118.23275712003158
2098,"ALAMEDA  ST  N/O  1ST  ST",34.04899240904861,-118.23812671644718
2099,"PACIFIC  AV  AT  FRANCES  AV",34.00111689747967,-118.43601988856456
2100,"GLENDON  AV  AT  WESTMINSTER  AV",34.02340953521146,-118.41387858054678
2101,"HILGARD  AV  AT  WARNER  AV",34.07298331009972,-118.43735254372473
2102,"WEYBURN  AV  W/O  LE CONTE  AV",34.06350884911092,-118.43897077078077
2103,"GENESEE  AV  AT  MELROSE  AV",34.08375064951403,-118.35841943241992
2104,"OCEAN VIEW  AV   AT   VICTORIA  AV",34.008362798190696,-118.43553685701292
2105,"FEDERAL AV AT BARRY AV",34.01886139135012,-118.43401054907928
2106,"MARCO  PL   AT   REDWOOD  AV",34.00264745211984,-118.44817186798556
2107,"OLIVE  AV  AT  FREY  AV",33.98633062452681,-118.46030368244904
2108,"E  ST  W/O  ALAMEDA  ST",33.77633024762955,-118.24908902345716
2109,"DEVON  AV  S/O  STRATHMORE  DR",34.070340943174045,-118.4292453303705
2110,"MARSHALL  DR   N/O   CULVER  DR",33.9888964062527,-118.4153183490407
2111,"JUNALUSKA WAY   AT   ALMAR AVE",34.046989053607454,-118.53427813843788
2112,"WESTGATE  AV  AT  IOWA  AV",34.04089118364245,-118.45790980047806
2113,"CARMELINA  AV  AT  SUNSET  BL",34.05782768040823,-118.4806853205315
2114,"MELROSE  AV  AT  GENESEE  AV",34.08372797208888,-118.35738090282521
2115,"WESTGATE AV  AT DARLINGTON AV",34.04998301465492,-118.4674244924875
2116,"LA  CIENEGA  BL  AT  3RD  ST",34.073386805392865,-118.37650237133772
2117,"COLGATE AV AT LA JOLLA AV",34.069413512566044,-118.36454292445632
2118,"SWEETZER AV AT DREXEL AV",34.06926386327057,-118.37057041878903
2119,"MORENO  AV  AT  BALTIC ST",34.04492322162129,-118.48606693678553
2120,"1ST ST AT CRESCENT HEIGHTS BL",34.07429437822792,-118.3647642648366
2121,"2nd ST AT SYCAMORE AV",34.07105024077915,-118.34294834882878
2122,"GRIFFITH PARK BL  AT  ST GEORGE  ST",34.106754040236915,-118.27233824845914
2123,"LA JOLLA AV AT COLGATE AV",34.06972451246537,-118.36729608963756
2124,"COLLEGE VIEW AV  AT  MERTON AV",34.13793288090508,-118.21957993734713
2125,"COVENTRY  PL  AT  GLENDON  AV",34.0345406613852,-118.42165367921876
2126,"SPROUL  AV  E/O  MILITARY  AV",34.030872767006905,-118.42598204815879
2127,"FIGUEROA  ST  AT  ANNAN  WAY",34.12925536401015,-118.18794691321091
2128,"ROCHESTER  AV  AT  MALCOLM  AV",34.056992112160295,-118.439199135785
2129,"LA  GRANGE  AV   W/O   BEVERLY GLEN BL",34.053393997235425,-118.42280301252548
2130,"CASTELLO AV AT CASHIO ST",34.052958624336064,-118.40056379897241
2131,"WOODLEY AV AT VICTORY BL",34.18492908779055,-118.48365780930017
2132,"SELBY  AV  AT  MISSOURI  AV",34.04978594702485,-118.43276979873563
2133,"OLYMPIC  BL  AT  VETERAN  AV",34.04228200292978,-118.4344294055786
2134,"GLENDON  AV  AT  HOLMAN  AV",34.053046594938955,-118.43836706681138
2135,"GRIFFIN  AV  S/O  ALTURA  ST",34.07370134990212,-118.21173128377545
2136,"ELBERON AV AT HANFORD AV",33.74859792818381,-118.30107461509387
2137,"5th ST AT LA JOLLA AV",34.06809622635598,-118.36756170132128
2138,"WELLESLEY  AV  AT  TENNESSEE  AV",34.03107013368749,-118.45472220165534
2139,"EDGEWATER TER AT SILVER LAKE BL",34.100680077481535,-118.2601885042854
2140,"TOYOPA  DR  AT  ALMOLOYA  DR",34.036437777038856,-118.5201049388878
2141,"NEBRASKA  AV  AT  STONER  AV",34.039977566678544,-118.45279571190673
2142,"5TH  ST  W/O  CENTRE  ST",33.739653010851555,-118.28350101455307
2143,"11th ST AT CENTRE ST",33.734203356926784,-118.28138822644576
2144,"BALBOA BL S/O SHERMAN WAY",34.200129524668384,-118.50113513243038
2145,"RINALDI ST AT TAMPA AV",34.27523951353942,-118.55200094113339
2146,"MACLAY ST AT FENTON AV",34.3032905851598,-118.41397070766465
2147,"PARTHENIA  ST  AT  RANCHITO  AV",34.22965587138123,-118.4383798242412
2148,"DE SOTO AV AT LASSEN ST",34.24635494840758,-118.58856021659331
2149,"AMALFI DR AT TOULON DR",34.04418298041789,-118.51010556139535
2150,"DRUMMOND  ST  AT  TOYOPA  DR",34.042428337551044,-118.5212109839851
2151,"FOX HILLS  DR   AT   CALVIN  AV",34.05435343643671,-118.41806411277885
2152,"BERRY  DR  N/O  DONA LOLA  DR",34.13351859268867,-118.37558161201129
2153,"VINE  ST  AT  ROMAINE  ST",34.088930151365076,-118.32663033938465
2154,"RESEDA BL AT BURBANK  BL",34.172353755115914,-118.5360133798717
2155,"CHASE  ST  AT  KELVIN  AV",34.22458078377391,-118.5841600939566
2156,"CHASE  ST  AT  KELVIN  AV",34.22457840096007,-118.58634591939172
2157,"DE FOE  AV  N/O  PINNEY  ST",34.272758729410434,-118.41488084260364
2158,"MORELLA AV AT DEHOUGNE ST",34.193938262176935,-118.39001832229623
2159,"ROSSMORE AV AT CLINTON ST",34.08167146106858,-118.32718422832698
2160,"NORTON  AV  AT  BEVERLY  BL",34.07303659568464,-118.31713058467734
2161,"1st ST AT HANFORD AV",33.74333962232309,-118.3020580869931
2162,"3rd ST AT JUANITA AV",34.06897881268311,-118.28789743437015
2163,"3RD  ST  AT  CITRUS  AV",34.06890918334799,-118.33969182830488
2164,"OAKWOOD AV AT CITRUS AV",34.07829629201815,-118.33970662564234
2165,"ROSEWOOD  AV  AT  WINDSOR  BL",34.07896905081062,-118.31875053234818
2166,"MANNING  AV  AT  LA  GRANGE  AV",34.05137300775181,-118.43011338360034
2167,"FIGUEROA  ST  AT  AMABEL  ST",34.08852843451872,-118.21563048188754
2168,"OXFORD  AV  S/O  BEVERLY  BL",34.07370061663717,-118.30793813529716
2169,"SAN  PABLO  ST  S/O  VALLEY  BL",34.06401401393484,-118.2025666012847
2170,"CAHUENGA  BL  AT   DE LONGPRE  AV",34.09616812701398,-118.32950893355245
2171,"HILLSIDE  AV  AT  OUTPOST  DR",34.105903436328894,-118.34361655862887
2172,"ANGELO  DR  AT  WOODWARDIA  DR",34.12507822951137,-118.44318275999672
2173,"WONDERLAND AV  AT  HERMITS GLEN",34.1125934839414,-118.38337384882954
2174,"TEMPLETON  ST  AT  LOWELL  AV",34.0862530625705,-118.16340879455642
2175,"LOWELL  AV  AT  TEMPLETON  ST",34.08367079765146,-118.16239757129682
2176,"VALLEY BL   AT   BLOCK PL",34.07335990146735,-118.17051697008573
2177,"ALCYONA  DR  AT  EL CONTENTO  DR",34.11117788555012,-118.32675447267523
2178,"ALHAMBRA AV E/O WARWICK AV",34.0784628373314,-118.16613039450941
2179,"CANOGA  AV  AT  LOPEZ  ST",34.16164579981435,-118.59673077874253
2180,"AGNES AV AT SYLVAN ST",34.18301187950204,-118.39542862386618
2181,"HAMLIN ST AT BECK AV",34.18853117933794,-118.3823338173395
2182,"5th ST AT ARDEN BL",34.06532057309495,-118.32437452457803
2183,"MEYLER  ST  AT  9TH  ST",33.73607087472567,-118.2967602310744
2184,"PLYMOUTH  BL  AT  1ST  ST",34.07344624594061,-118.32061567474209
2185,"SEWARD  ST  AT  SANTA MONICA  BL",34.090728526524806,-118.3331841059697
2186,"SOLANO AV AT BOUETT ST",34.07818104675473,-118.23455187943352
2187,"WALKER  AV   AT   1ST  ST",33.74334646168117,-118.30426193077932
2188,"SUNSET  BL  AT  KENMORE  AV",34.098139699355194,-118.29724027002923
2189,"PARTHENIA  ST  E/O  RESEDA  BL",34.228240988652985,-118.53584748183727
2190,"ADAMS  BL  AT  ELLENDALE  PL",34.03276961763378,-118.28898030783458
2191,"SUNSET  BL  AT  MUSKINGUM  AV",34.04888143046199,-118.53517974917925
2192,"SLAUSON  AV  AT  VERDUN  AV",33.988934966770266,-118.3448844707131
2193,"VERMONT  AV  AT  54TH  ST",33.993217530355246,-118.29150692019456
2194,"AVALON  BL  AT  GAGE  AV",33.98202832749702,-118.26518672950525
2195,"KITTRIDGE ST AT AGNES AV",34.19031034995567,-118.39539964670787
2196,"RANCHITO  AV   AT   VICTORY  BL",34.18667086467383,-118.43562745552921
2197,"VICTORY BL AT TAMPA AV",34.1865794384094,-118.55350136863458
2198,"FARRALONE  AT  TIARA  ST",34.17747981247449,-118.61012216236523
2199,"OXNARD ST AT HAZELTINE AV",34.17940033982915,-118.4399891597874
2200,"HATTERAS ST AT MURIETTA AV",34.175754900948235,-118.43885620112967
2201,"FOUNTAIN  AV  E/O  WESTERN",34.094978498866475,-118.30700318463127
2202,"SYLVAN ST AT RIVERTON AV",34.18487998595633,-118.36595854444467
2203,"LOS FELIZ BL E/O HUXLEY ST",34.116107721601416,-118.27241838782854
2204,"JEFFERSON  BL  E/O  WESTERN  AV",34.0255534478494,-118.30779768065678
2205,"SEPULVEDA  BL  AT  LINCOLN  BL",33.953376860244504,-118.39629666174956
2206,"COHASSET ST  W/O  OWENSMOUTH AV",34.20647801514013,-118.601593553428
2207,"VIGNES  ST  AT  1ST  ST",34.04843184451205,-118.23390639498062
2208,"CABANAS AV AT REID ST",34.242895624481825,-118.26970437369911
2209,"47TH  ST  AT  HARVARD  BL",34.001001578033325,-118.30456252464401
2210,"MURCHISON  ST  AT  NORFOLK  ST",34.057873672262026,-118.19676977743924
2211,"HAUSER  BL  AT  OLYMPIC  BL",34.05738983346946,-118.35355077952592
2212,"WASHINGTON  BL  AT  VERMONT  AV",34.0400144264209,-118.29060193135567
2213,"MECCA  AV  AT  LINNET  ST",34.1657347681292,-118.5375242304176
2214,"COLUMBUS AV AT CAMARILLO ST",34.15440592550895,-118.46382959749917
2215,"HORTENSE ST AT TOBIAS AV",34.1547745110664,-118.45092184669863
2216,"OXNARD ST AT LINDLEY AV",34.18023445882435,-118.52729830574643
2217,"ARLINGTON  AV  AT  VENICE  BL",34.043574801093904,-118.31772360749612
2218,"CLIFFWOOD AV  AT  EVANSTON ST",34.05150522754685,-118.48392343188635
2219,"7TH  ST  AT  MOTT  ST",34.031369607882105,-118.21491261020192
2220,"FLOWER ST S/O 9th ST",34.04582228597923,-118.26145331895557
2221,"RESEDA  BL  AT  SUPERIOR  ST",34.24547786703696,-118.53610225674538
2222,"SATICOY  ST  AT  VARIEL  AV",34.208309879990445,-118.59064418824744
2223,"SHARP  AV  AT  HAGAR  ST",34.27378025609527,-118.45395226926654
2224,"VAN NUYS  BL  AT  VICTORY  BL",34.18666559064854,-118.44872677217752
2225,"CHATSWORTH ST AT HASKELL AV",34.26459527242367,-118.47393746540772
2226,"WOODBINE  ST  AT  GRANVILLE  AV",34.01527348306696,-118.43298411203253
2227,"HAYNES ST AT DENSMORE AV",34.1892392031596,-118.47742504309718
2228,"OSBORNE  ST  AT  WAKEFIELD  AV",34.23315096421938,-118.44808309790926
2229,"MAIN  ST  AT  14TH  ST",34.035317352747256,-118.26120369709595
2230,"IMPERIAL  HWY  AT  MAIN  ST",33.931022807969214,-118.27388922388994
2231,"BRONSON  AV  AT  8TH  ST",34.06134848528936,-118.3180812427891
2232,"102ND  ST  AT  SAN  PEDRO  ST",33.943767059058146,-118.27170752188691
2233,"CENTURY  BL  AT  MAIN  ST",33.94557230936215,-118.27388779423829
2234,"ROSE  AV  AT  BUTLER  AV",34.01880818875179,-118.42931454330201
2235,"OPHIR  DR  AT  KELTON  AV",34.06822185311666,-118.452534816575
2236,"BARRINGTON  PL  AT  CHAYOTE  ST",34.06594338808218,-118.46902866716442
2237,"PALMS  BL  AT  OAKWOOD  AV",33.99208217711936,-118.46250065101741
2238,"BOCCACCIO  AV  W/O  OAKWOOD  AV",33.99075823315216,-118.45664060646827
2239,"ANDALUSIA AVE   AT   RIALTO AVE",33.989398359656704,-118.46738003236757
2240,"GLYNDON  AV  AT  VICTORIA  AV",33.99853088362254,-118.45126995554517
2241,"RIALTO AVE   AT   ANDALUSIA AVE",33.98904803276633,-118.46734764171376
2242,"GLENDON  AV  AT  TABOR  ST",34.021979092872904,-118.41276417021209
2243,"LOUISE AV AT OAK VIEW DR",34.152403685651095,-118.50804035348564
2244,"YORK BL AT HAZELWOOD AV",34.12322820948752,-118.21601543794898
2245,"YORK BL AT ARMADALE AV",34.12247280133818,-118.21207074978525
2246,"ALBRIGHT  ST  AT  FISKE  ST",34.0491675193913,-118.52154074819695
2247,"TALMADGE ST AT RUSSELL AV",34.10362205151613,-118.28305709690343
2248,"KLING ST AT  BEN AV",34.15580977785471,-118.39429409352736
2249,"FOOTHILL  BL  AT  MARCUS  AV",34.24757062973515,-118.27945983658796
2250,"WAKEFIELD  AV AT  OSBORNE  ST",34.23315096421938,-118.44808309790926
2251,"VENTURA BL W/O WOODMAN AV",34.14802590891874,-118.43123926539752
2252,"WOODLEY  AV  AT  NORDHOFF  ST",34.23564694112032,-118.4850730483101
2253,"GAVIOTA  AV  S/O  NORDHOFF  ST",34.23460091189238,-118.48286272639078
2254,"VINCENNES ST W/O RESEDA BL",34.24094061504204,-118.53610004979446
2255,"SOTO  ST  AT  1ST  ST",34.043708766273326,-118.20977760577634
2256,"LINCOLN  BL  AT  WASHINGTON  BL",33.99088576976549,-118.44819680350342
2257,"ALVARADO ST AT KENT ST",34.07378375164182,-118.26581235757973
2258,"COLBY  AV  AT  OHIO  AV",34.04692229216105,-118.45456948504257
2259,"SANBORN  AV  AT  FOUNTAIN  AV",34.09578882363685,-118.27867961536938
2260,"TEXAS  AV   AT   GRANVILLE  AV",34.046041165197465,-118.4609084517316
2261,"BADGER AV AT CLAYWOOD AV",34.326084045641956,-118.42744238418004
