"id","address","latitude","longitude"
1288,"3001 S DELL AVE",33.9813,-118.463794
1289,"3001 S SANBORN AVE",33.98086,-118.464421
1290,"3001 S CLUNE AVE",33.981721,-118.462922
1291,"1600 N CHEROKEE AVE",34.100444,-118.334965
1292,"1600 N CHEROKEE AVE",34.100318,-118.334965
1293,"1600 N CHEROKEE AVE",34.100851,-118.334969
1294,"1600 N CHEROKEE AVE",34.100086,-118.334962
1295,"1600 N CHEROKEE AVE",34.10037,-118.334966
1296,"1600 N CHEROKEE AVE",34.099964,-118.33496
1297,"1701 N LAS PALMAS AVE",34.103493,-118.336224
1298,"1701 N LAS PALMAS AVE",34.103841,-118.336225
1299,"1701 N LAS PALMAS AVE",34.103686,-118.336224
1300,"1701 N LAS PALMAS AVE",34.103548,-118.336224
1301,"1700 N WHITLEY AVE",34.102258,-118.333264
1302,"1600 N SCHRADER BLVD",34.101282,-118.332413
1303,"1600 N SCHRADER BLVD",34.101145,-118.332413
1304,"1700 N WHITLEY AVE",34.102192,-118.333263
1305,"1700 N WHITLEY AVE",34.102387,-118.333265
1306,"1700 N WHITLEY AVE",34.102653,-118.333267
1307,"1600 N SCHRADER BLVD",34.100895,-118.33241
1308,"1601 N SCHRADER BLVD",34.101293,-118.332549
1309,"1600 N SCHRADER BLVD",34.101015,-118.332411
1310,"1701 N WHITLEY AVE",34.102381,-118.333406
1311,"1701 N WHITLEY AVE",34.102308,-118.333404
1312,"1701 N WHITLEY AVE",34.102829,-118.333409
1313,"1701 N WHITLEY AVE",34.101808,-118.333402
1314,"1701 N WHITLEY AVE",34.10188,-118.333404
1315,"1701 N WHITLEY AVE",34.101934,-118.333404
1316,"1701 N WHITLEY AVE",34.102255,-118.333405
1317,"1701 N WHITLEY AVE",34.102776,-118.333408
1318,"1601 N LAS PALMAS AVE",34.100972,-118.336195
1319,"1601 N LAS PALMAS AVE",34.100918,-118.336195
1320,"1601 N LAS PALMAS AVE",34.100714,-118.336192
1321,"1700 N LAS PALMAS AVE",34.102641,-118.336074
1322,"1601 N IVAR AVE",34.100546,-118.328237
1323,"1601 N IVAR AVE",34.100823,-118.32824
1324,"1600 N CAHUENGA BLVD",34.100699,-118.329433
1325,"1601 N IVAR AVE",34.100598,-118.328239
1326,"1601 N IVAR AVE",34.100937,-118.328242
1327,"1601 N CHEROKEE AVE",34.10131,-118.335103
1328,"1601 N CHEROKEE AVE",34.099856,-118.335086
1329,"1601 N CHEROKEE AVE",34.100729,-118.335096
1330,"1701 N CHEROKEE AVE",34.101871,-118.334825
1331,"6301 W YUCCA ST",34.103937,-118.327471
1332,"6301 W YUCCA ST",34.103957,-118.327654
1333,"6301 W YUCCA ST",34.103973,-118.327806
1334,"6301 W YUCCA ST",34.104087,-118.328761
1335,"6301 W YUCCA ST",34.104087,-118.328857
1336,"1700 N VINE ST",34.103355,-118.326572
1337,"1800 N CAHUENGA BLVD",34.10484,-118.330016
1338,"1700 N IVAR AVE",34.10291,-118.328092
1339,"1700 N IVAR AVE",34.103552,-118.328097
1340,"1700 N CAHUENGA BLVD",34.103216,-118.329457
1341,"1701 N IVAR AVE",34.103128,-118.328256
1342,"6301 W YUCCA ST",34.103966,-118.327746
1343,"6301 W YUCCA ST",34.104087,-118.328605
1344,"6301 W YUCCA ST",34.104088,-118.328699
1345,"6300 W YUCCA ST",34.103757,-118.327825
1346,"6300 W YUCCA ST",34.103715,-118.327376
1347,"1700 N IVAR AVE",34.103604,-118.328098
1348,"1700 N CAHUENGA BLVD",34.102898,-118.329455
1349,"6301 W YUCCA ST",34.103919,-118.327307
1350,"6301 W YUCCA ST",34.104087,-118.328668
1351,"6301 W YUCCA ST",34.104087,-118.328731
1352,"6301 W YUCCA ST",34.104087,-118.328886
1353,"1800 N CAHUENGA BLVD",34.104718,-118.329948
1354,"1700 N IVAR AVE",34.103081,-118.328093
1355,"1700 N WILCOX AVE",34.102216,-118.33098
1356,"1700 N WILCOX AVE",34.102137,-118.330979
1357,"1601 N WILCOX AVE",34.101119,-118.331124
1358,"1700 N WILCOX AVE",34.102064,-118.330979
1359,"1600 N WILCOX AVE",34.100955,-118.330951
1360,"6401 W SELMA AVE",34.099831,-118.330768
1361,"6401 W SELMA AVE",34.099832,-118.330493
1362,"1600 N WILCOX AVE",34.100827,-118.33095
1363,"6501 W SELMA AVE",34.099829,-118.331282
1364,"6501 W SELMA AVE",34.099829,-118.33151
1365,"1601 N WILCOX AVE",34.100042,-118.331117
1366,"1601 N WILCOX AVE",34.100226,-118.331118
1367,"1600 N CAHUENGA BLVD",34.100879,-118.329434
1368,"1601 N CAHUENGA BLVD",34.101051,-118.329635
1369,"1601 N CAHUENGA BLVD",34.100981,-118.329631
1370,"1601 N CAHUENGA BLVD",34.10093,-118.329631
1371,"1600 N CAHUENGA BLVD",34.101349,-118.329436
1372,"1600 N CAHUENGA BLVD",34.101223,-118.329436
1373,"1700 N CAHUENGA BLVD",34.102006,-118.329452
1374,"1700 N CAHUENGA BLVD",34.102162,-118.329453
1375,"1701 N WILCOX AVE",34.103167,-118.331119
1376,"6400 W YUCCA ST",34.10387,-118.330083
1377,"6400 W YUCCA ST",34.10387,-118.330445
1378,"1700 N WILCOX AVE",34.102801,-118.330984
1379,"1700 N WILCOX AVE",34.10275,-118.330984
1380,"1800 N WILCOX AVE",34.10415,-118.330993
1381,"1701 N CAHUENGA BLVD",34.103121,-118.329653
1382,"1701 N CAHUENGA BLVD",34.103252,-118.329655
1383,"6401 W YUCCA ST",34.103979,-118.330353
1384,"1701 N CAHUENGA BLVD",34.103507,-118.329659
1385,"1700 N WILCOX AVE",34.103207,-118.330987
1386,"6401 W YUCCA ST",34.103977,-118.330508
1387,"6401 W YUCCA ST",34.103975,-118.330729
1388,"1600 N LAS PALMAS AVE",34.100882,-118.336071
1389,"1600 N LAS PALMAS AVE",34.100953,-118.336071
1390,"1600 N LAS PALMAS AVE",34.099913,-118.33606
1391,"1700 N CHEROKEE AVE",34.101792,-118.33468
1392,"1600 N CHEROKEE AVE",34.10111,-118.33497
1393,"1600 N CHEROKEE AVE",34.101244,-118.334973
1394,"1700 N CHEROKEE AVE",34.101841,-118.334681
1395,"6701 W SELMA AVE",34.099764,-118.337367
1396,"1701 N EL CERRITO PL",34.101995,-118.344772
1397,"1700 N SYCAMORE AVE",34.102026,-118.34326
1398,"1600 N ORANGE DR",34.101147,-118.341343
1399,"1700 N EL CERRITO PL",34.102222,-118.344658
1400,"1701 N SYCAMORE AVE",34.101818,-118.343402
1401,"7001 W HAWTHORN AVE",34.100392,-118.344232
1402,"1700 N EL CERRITO PL",34.102164,-118.344656
1403,"7001 W HAWTHORN AVE",34.100392,-118.344297
1404,"1700 N VINE ST",34.103167,-118.326573
1405,"1700 N IVAR AVE",34.102088,-118.328086
1406,"1701 N IVAR AVE",34.101888,-118.328248
1407,"1700 N VINE ST",34.102265,-118.326565
1408,"1600 N IVAR AVE",34.100983,-118.32808
1409,"1600 N IVAR AVE",34.10124,-118.328082
1410,"1701 N IVAR AVE",34.102478,-118.328252
1411,"6301 W SELMA AVE",34.099847,-118.327975
1412,"1600 N IVAR AVE",34.100075,-118.328072
1413,"1600 N IVAR AVE",34.100258,-118.328075
1414,"1601 N IVAR AVE",34.101166,-118.328245
1415,"1601 N IVAR AVE",34.101113,-118.328245
1416,"1601 N IVAR AVE",34.10136,-118.328246
1417,"1601 N COSMO ST",34.100043,-118.328865
1418,"6301 W SELMA AVE",34.099842,-118.328361
1419,"1601 N COSMO ST",34.099987,-118.328863
1420,"1600 N CHEROKEE AVE",34.10106,-118.334971
1421,"1700 N LAS PALMAS AVE",34.101905,-118.336069
1422,"1700 N LAS PALMAS AVE",34.10217,-118.33607
1423,"6501 W SELMA AVE",34.099826,-118.332688
1424,"1601 N SCHRADER BLVD",34.100429,-118.332545
1425,"6501 W SELMA AVE",34.099825,-118.332841
1426,"1601 N SCHRADER BLVD",34.100375,-118.332544
1427,"901 S BROXTON AVE",34.063439,-118.447147
1428,"10900 W KINROSS AVE",34.060292,-118.446205
1429,"10900 W KINROSS AVE",34.060331,-118.446139
1430,"10900 W KINROSS AVE",34.06036,-118.446089
1431,"10901 W LE CONTE AVE",34.063705,-118.448632
1432,"10901 W LE CONTE AVE",34.063704,-118.4487
1433,"10901 W LE CONTE AVE",34.063703,-118.448791
1434,"10901 W LE CONTE AVE",34.063702,-118.448857
1435,"10901 W LE CONTE AVE",34.063707,-118.448543
1436,"10901 W LE CONTE AVE",34.063702,-118.448955
1437,"900 S LEVERING AVE",34.063347,-118.448759
1438,"900 S LEVERING AVE",34.063251,-118.448658
1439,"900 S LEVERING AVE",34.063291,-118.448703
1440,"10900 W WEYBURN AVE",34.061704,-118.448247
1441,"10900 W WEYBURN AVE",34.061734,-118.448196
1442,"900 S TIVERTON AVE",34.062627,-118.442631
1443,"900 S TIVERTON AVE",34.062766,-118.442598
1444,"900 S TIVERTON AVE",34.063057,-118.442527
1445,"900 S TIVERTON AVE",34.063123,-118.442511
1446,"900 S TIVERTON AVE",34.063179,-118.442499
1447,"1001 S HILGARD AVE",34.061439,-118.441741
1448,"10801 W LINDBROOK DR",34.060183,-118.442863
1449,"10900 W KINROSS AVE",34.059992,-118.446705
1450,"900 S BROXTON AVE",34.063367,-118.44695
1451,"10800 W WEYBURN AVE",34.062498,-118.444747
1452,"10800 W WEYBURN AVE",34.062493,-118.444505
1453,"10800 W WEYBURN AVE",34.062492,-118.444444
1454,"10800 W WEYBURN AVE",34.062493,-118.444355
1455,"10800 W WEYBURN AVE",34.062491,-118.444287
1456,"1100 S GLENDON AVE",34.060118,-118.443576
1457,"10900 W KINROSS AVE",34.060516,-118.445825
1458,"10900 W KINROSS AVE",34.060545,-118.445775
1459,"6300 W SELMA AVE",34.099718,-118.329194
1460,"6500 W SELMA AVE",34.099705,-118.332194
1461,"6800 W HOLLYWOOD BLVD",34.101444,-118.339318
1462,"301 W WASHINGTON BLVD",33.981002,-118.463788
1463,"500 W WASHINGTON BLVD",33.982892,-118.460377
1464,"1701 N CAHUENGA BLVD",34.102444,-118.32965
1465,"6501 W HOLLYWOOD BLVD",34.101691,-118.332458
1466,"6501 W HOLLYWOOD BLVD",34.101689,-118.332519
1467,"1701 N WHITLEY AVE",34.102698,-118.333408
1468,"1601 N LAS PALMAS AVE",34.100655,-118.336191
1469,"1601 N LAS PALMAS AVE",34.100246,-118.336188
1470,"1601 N CHEROKEE AVE",34.101136,-118.3351
1471,"1601 N CHEROKEE AVE",34.100784,-118.335097
1472,"1601 N CHEROKEE AVE",34.101184,-118.3351
1473,"1700 N CHEROKEE AVE",34.102455,-118.334685
1474,"6301 W YUCCA ST",34.104083,-118.329234
1475,"6300 W YUCCA ST",34.103734,-118.327577
1476,"6300 W YUCCA ST",34.103738,-118.327621
1477,"1801 N CAHUENGA BLVD",34.104763,-118.330255
1478,"6301 W YUCCA ST",34.104087,-118.328572
1479,"1801 N CAHUENGA BLVD",34.104998,-118.330395
1480,"6300 W YUCCA ST",34.103754,-118.327784
1481,"1800 N CAHUENGA BLVD",34.104889,-118.330043
1482,"1700 N CAHUENGA BLVD",34.102952,-118.329458
1483,"1701 N IVAR AVE",34.103546,-118.32826
1484,"1701 N WILCOX AVE",34.102532,-118.331114
1485,"1701 N WILCOX AVE",34.1024,-118.331113
1486,"1701 N WILCOX AVE",34.102329,-118.331113
1487,"1701 N WILCOX AVE",34.101948,-118.331111
1488,"1700 N WILCOX AVE",34.102352,-118.33098
1489,"1600 N CAHUENGA BLVD",34.101267,-118.329437
1490,"1701 N IVAR AVE",34.102611,-118.328252
1491,"1700 N CAHUENGA BLVD",34.102219,-118.329453
1492,"1701 N WILCOX AVE",34.102996,-118.331119
1493,"1701 N WILCOX AVE",34.102874,-118.331117
1494,"6400 W YUCCA ST",34.103865,-118.330835
1495,"1701 N WILCOX AVE",34.103045,-118.33112
1496,"1700 N WILCOX AVE",34.10301,-118.330986
1497,"6401 W YUCCA ST",34.103979,-118.330094
1498,"6401 W YUCCA ST",34.103977,-118.33042
1499,"1701 N CAHUENGA BLVD",34.103457,-118.329655
1500,"6700 W HOLLYWOOD BLVD",34.101457,-118.336767
1501,"6701 W HOLLYWOOD BLVD",34.101659,-118.337114
1502,"6701 W HOLLYWOOD BLVD",34.101659,-118.337171
1503,"6701 W HOLLYWOOD BLVD",34.101662,-118.336521
1504,"6701 W HOLLYWOOD BLVD",34.101661,-118.336617
1505,"1700 N VINE ST",34.102904,-118.326569
1506,"1601 N IVAR AVE",34.10021,-118.328237
1507,"1601 N IVAR AVE",34.100275,-118.328237
1508,"1 W WASHINGTON BLVD",33.979206,-118.466809
1509,"901 S BROXTON AVE",34.063318,-118.447144
1510,"10901 W LINDBROOK DR",34.059492,-118.445476
1511,"10901 W LINDBROOK DR",34.059518,-118.445384
1512,"10801 W WEYBURN AVE",34.062631,-118.444346
1513,"10801 W WEYBURN AVE",34.062631,-118.444408
1514,"10801 W WEYBURN AVE",34.062632,-118.444493
1515,"10801 W WEYBURN AVE",34.062635,-118.444861
1516,"1001 S GAYLEY AVE",34.061615,-118.44783
1517,"1001 S GAYLEY AVE",34.061562,-118.447785
1518,"1001 S GAYLEY AVE",34.061509,-118.447739
1519,"801 S LEVERING AVE",34.063492,-118.449113
1520,"901 S LEVERING AVE",34.063169,-118.448761
1521,"901 S LEVERING AVE",34.063076,-118.448666
1522,"901 S LEVERING AVE",34.063305,-118.44891
1523,"901 S LEVERING AVE",34.063266,-118.448867
1524,"901 S LEVERING AVE",34.063209,-118.448807
1525,"901 S LEVERING AVE",34.063117,-118.448707
1526,"901 S GAYLEY AVE",34.062499,-118.448327
1527,"901 S GAYLEY AVE",34.062237,-118.448226
1528,"901 S GAYLEY AVE",34.06266,-118.448392
1529,"901 S GAYLEY AVE",34.062189,-118.448208
1530,"901 S GAYLEY AVE",34.06231,-118.448253
1531,"901 S GAYLEY AVE",34.062442,-118.448304
1532,"901 S GAYLEY AVE",34.062363,-118.448273
1533,"901 S GAYLEY AVE",34.0626,-118.448368
1534,"1000 S GLENDON AVE",34.061689,-118.44417
1535,"1000 S GLENDON AVE",34.061186,-118.444296
1536,"1000 S GLENDON AVE",34.061526,-118.444215
1537,"1000 S GLENDON AVE",34.061926,-118.444115
1538,"1000 S GLENDON AVE",34.06143,-118.444238
1539,"1000 S GLENDON AVE",34.061078,-118.444321
1540,"1000 S GLENDON AVE",34.061635,-118.44419
1541,"1000 S GLENDON AVE",34.061763,-118.444152
1542,"1000 S GLENDON AVE",34.061469,-118.44423
1543,"1000 S GLENDON AVE",34.061889,-118.444125
1544,"1000 S GLENDON AVE",34.061728,-118.444159
1545,"1000 S GLENDON AVE",34.061797,-118.444143
1546,"1000 S GLENDON AVE",34.061147,-118.444304
1547,"1000 S GLENDON AVE",34.061855,-118.444134
1548,"1000 S GLENDON AVE",34.06156,-118.444208
1549,"1000 S GLENDON AVE",34.061111,-118.444313
1550,"1000 S GLENDON AVE",34.061596,-118.444198
1551,"1000 S GLENDON AVE",34.061044,-118.444329
1552,"1000 S GLENDON AVE",34.061962,-118.444108
1553,"10801 W WEYBURN AVE",34.062318,-118.443229
1554,"1001 S TIVERTON AVE",34.061556,-118.443042
1555,"1001 S TIVERTON AVE",34.061629,-118.443025
1556,"1001 S TIVERTON AVE",34.06151,-118.443054
1557,"1001 S TIVERTON AVE",34.060858,-118.443186
1558,"1001 S TIVERTON AVE",34.060807,-118.443199
1559,"1001 S HILGARD AVE",34.061314,-118.441762
1560,"10900 W LE CONTE AVE",34.063591,-118.445834
1561,"900 S BROXTON AVE",34.063419,-118.44695
1562,"10800 W WEYBURN AVE",34.062502,-118.445047
1563,"10901 W LE CONTE AVE",34.063736,-118.447424
1564,"10901 W LE CONTE AVE",34.063763,-118.446149
1565,"1001 S GAYLEY AVE",34.061729,-118.447928
1566,"1001 S GAYLEY AVE",34.06167,-118.447878
1567,"1100 S GLENDON AVE",34.060157,-118.443619
1568,"1100 S GLENDON AVE",34.060555,-118.444064
1569,"1100 S GLENDON AVE",34.060596,-118.44411
1570,"1100 S GLENDON AVE",34.060206,-118.443675
1571,"1100 S GLENDON AVE",34.060691,-118.444218
1572,"1100 S GLENDON AVE",34.060649,-118.444171
1573,"10901 W KINROSS AVE",34.060098,-118.446863
1574,"10901 W KINROSS AVE",34.060066,-118.446915
1575,"6101 W SELMA AVE",34.099881,-118.322629
1576,"1500 N VINE ST",34.098883,-118.326541
1577,"1500 N VINE ST",34.098934,-118.326542
1578,"1501 N VINE ST",34.098411,-118.326785
1579,"1501 N VINE ST",34.098294,-118.326782
1580,"6300 W SELMA AVE",34.099726,-118.327971
1581,"6300 W SELMA AVE",34.09972,-118.328952
1582,"1600 N CAHUENGA BLVD",34.10024,-118.32943
1583,"6301 W SELMA AVE",34.099838,-118.329071
1584,"6400 W SELMA AVE",34.099717,-118.329886
1585,"6400 W SELMA AVE",34.099714,-118.330347
1586,"6400 W SELMA AVE",34.099713,-118.330619
1587,"6400 W SELMA AVE",34.099713,-118.330552
1588,"1600 N SCHRADER BLVD",34.100027,-118.332404
1589,"1600 N SCHRADER BLVD",34.100078,-118.332405
1590,"1600 N SCHRADER BLVD",34.100316,-118.332406
1591,"6500 W SELMA AVE",34.099707,-118.331959
1592,"6500 W SELMA AVE",34.099704,-118.332104
1593,"6501 W SELMA AVE",34.099826,-118.331881
1594,"6501 W SELMA AVE",34.099826,-118.332137
1595,"6700 W SELMA AVE",34.099646,-118.338218
1596,"1600 N HIGHLAND AVE",34.100034,-118.338563
1597,"6701 W SELMA AVE",34.099765,-118.338265
1598,"6701 W SELMA AVE",34.099765,-118.338349
1599,"1600 N HIGHLAND AVE",34.099906,-118.338561
1600,"400 W WASHINGTON BLVD",33.98174,-118.462186
1601,"400 W WASHINGTON BLVD",33.981314,-118.462856
1602,"400 W WASHINGTON BLVD",33.98203,-118.461728
1603,"400 W WASHINGTON BLVD",33.981624,-118.462369
1604,"400 W WASHINGTON BLVD",33.981657,-118.462316
1605,"400 W WASHINGTON BLVD",33.981785,-118.462118
1606,"400 W WASHINGTON BLVD",33.981866,-118.461988
1607,"400 W WASHINGTON BLVD",33.981346,-118.462806
1608,"100 W WASHINGTON BLVD",33.980091,-118.464806
1609,"3000 S DELL AVE",33.981394,-118.463709
1610,"501 W WASHINGTON BLVD",33.982885,-118.460834
1611,"401 W WASHINGTON BLVD",33.982265,-118.46181
1612,"401 W WASHINGTON BLVD",33.982304,-118.461747
1613,"3000 S SANBORN AVE",33.980972,-118.464376
1614,"3000 S SANBORN AVE",33.98093,-118.464334
1615,"401 W WASHINGTON BLVD",33.981877,-118.462419
1616,"401 W WASHINGTON BLVD",33.982039,-118.462163
1617,"401 W WASHINGTON BLVD",33.981763,-118.462596
1618,"100 E VENICE WAY",33.987233,-118.470977
1619,"1500 S PARK ROW",33.988399,-118.47224
1620,"1500 S PARK ROW",33.988115,-118.472012
1621,"1400 S MAIN ST",33.988963,-118.47161
1622,"1400 S MAIN ST",33.989186,-118.471788
1623,"1400 S MAIN ST",33.989252,-118.471836
1624,"1401 S MAIN ST",33.989143,-118.472061
1625,"101 E MARKET ST",33.988839,-118.472005
1626,"101 E MARKET ST",33.988462,-118.47256
1627,"101 E MARKET ST",33.988598,-118.472317
1628,"101 E MARKET ST",33.988627,-118.472268
1629,"1 E NORTH VENICE BL",33.984884,-118.470421
1630,"1 E NORTH VENICE BL",33.984769,-118.470606
1631,"1 E NORTH VENICE BL",33.984668,-118.470774
1632,"1 E NORTH VENICE BL",33.984622,-118.470849
1633,"1 E NORTH VENICE BL",33.984593,-118.470898
1634,"3001 S SANBORN AVE",33.980808,-118.464374
1635,"1000 S TIVERTON AVE",34.060314,-118.443188
1636,"1000 S TIVERTON AVE",34.060265,-118.4432
1637,"1001 S TIVERTON AVE",34.060178,-118.443349
1638,"1001 S TIVERTON AVE",34.060227,-118.443337
1639,"10800 W LINDBROOK DR",34.060298,-118.442117
1640,"10801 W WEYBURN AVE",34.061814,-118.441919
1641,"10801 W WEYBURN AVE",34.061846,-118.441997
1642,"10801 W WEYBURN AVE",34.061868,-118.442055
1643,"1600 N CHEROKEE AVE",34.100036,-118.334962
1644,"1701 N LAS PALMAS AVE",34.103426,-118.336222
1645,"1600 N SCHRADER BLVD",34.101207,-118.332413
1646,"1600 N SCHRADER BLVD",34.101336,-118.332413
1647,"1700 N WHITLEY AVE",34.102332,-118.333265
1648,"1601 N SCHRADER BLVD",34.101339,-118.332549
1649,"1701 N WHITLEY AVE",34.10243,-118.333405
1650,"1701 N WHITLEY AVE",34.102644,-118.333408
1651,"1601 N LAS PALMAS AVE",34.100784,-118.336192
1652,"1601 N LAS PALMAS AVE",34.100479,-118.336191
1653,"1601 N LAS PALMAS AVE",34.100111,-118.336186
1654,"1601 N LAS PALMAS AVE",34.101312,-118.336199
1655,"1601 N LAS PALMAS AVE",34.101182,-118.336198
1656,"1700 N LAS PALMAS AVE",34.102848,-118.336074
1657,"1700 N LAS PALMAS AVE",34.10251,-118.336073
1658,"1700 N LAS PALMAS AVE",34.102321,-118.336071
1659,"1601 N COSMO ST",34.101024,-118.328871
1660,"1601 N CHEROKEE AVE",34.099909,-118.335088
1661,"1601 N CHEROKEE AVE",34.100247,-118.335093
1662,"1601 N CHEROKEE AVE",34.101258,-118.335102
1663,"1700 N CHEROKEE AVE",34.102198,-118.334683
1664,"1601 N CHEROKEE AVE",34.099979,-118.335089
1665,"1601 N CHEROKEE AVE",34.10004,-118.335091
1666,"1700 N CHEROKEE AVE",34.102146,-118.334683
1667,"1701 N CHEROKEE AVE",34.101801,-118.334824
1668,"6301 W YUCCA ST",34.104087,-118.328541
1669,"6301 W YUCCA ST",34.104088,-118.328824
1670,"1800 N CAHUENGA BLVD",34.104483,-118.329828
1671,"1800 N CAHUENGA BLVD",34.104761,-118.329973
1672,"1800 N WILCOX AVE",34.10498,-118.330999
1673,"1700 N CAHUENGA BLVD",34.103097,-118.329456
1674,"6301 W YUCCA ST",34.104087,-118.32864
1675,"6300 W YUCCA ST",34.103874,-118.328598
1676,"1701 N IVAR AVE",34.102899,-118.328257
1677,"6300 W YUCCA ST",34.103741,-118.32766
1678,"1800 N CAHUENGA BLVD",34.104326,-118.329749
1679,"1800 N CAHUENGA BLVD",34.104652,-118.329913
1680,"1700 N IVAR AVE",34.102818,-118.328091
1681,"1701 N IVAR AVE",34.102955,-118.328257
1682,"1701 N IVAR AVE",34.103184,-118.328258
1683,"1601 N WILCOX AVE",34.101072,-118.331123
1684,"1601 N WILCOX AVE",34.100908,-118.331123
1685,"1601 N WILCOX AVE",34.100853,-118.331122
1686,"1701 N WILCOX AVE",34.10245,-118.331114
1687,"1701 N WILCOX AVE",34.102024,-118.331112
1688,"1700 N WILCOX AVE",34.101983,-118.330978
1689,"1600 N SCHRADER BLVD",34.100842,-118.332409
1690,"1701 N WILCOX AVE",34.102744,-118.331116
1691,"1701 N WILCOX AVE",34.10227,-118.331112
1692,"1700 N WILCOX AVE",34.102632,-118.330982
1693,"1600 N SCHRADER BLVD",34.10077,-118.332408
1694,"6401 W SELMA AVE",34.099831,-118.330581
1695,"6401 W SELMA AVE",34.099834,-118.330429
1696,"6401 W SELMA AVE",34.099831,-118.33064
1697,"1600 N WILCOX AVE",34.10023,-118.330945
1698,"1600 N WILCOX AVE",34.10088,-118.33095
1699,"6501 W SELMA AVE",34.099828,-118.331601
1700,"1601 N WILCOX AVE",34.100169,-118.331119
1701,"1600 N CAHUENGA BLVD",34.100747,-118.329433
1702,"1700 N CAHUENGA BLVD",34.101949,-118.329451
1703,"1600 N CAHUENGA BLVD",34.100957,-118.329436
1704,"1601 N CAHUENGA BLVD",34.101174,-118.329635
1705,"1700 N CAHUENGA BLVD",34.101869,-118.329451
1706,"1701 N IVAR AVE",34.102532,-118.328252
1707,"1700 N CAHUENGA BLVD",34.102522,-118.329456
1708,"1701 N WILCOX AVE",34.103116,-118.331119
1709,"6400 W YUCCA ST",34.10387,-118.329987
1710,"1700 N WILCOX AVE",34.103154,-118.330985
1711,"1800 N WILCOX AVE",34.104096,-118.330991
1712,"6400 W YUCCA ST",34.103869,-118.330285
1713,"6401 W YUCCA ST",34.10398,-118.330033
1714,"6401 W YUCCA ST",34.103977,-118.330819
1715,"1701 N CAHUENGA BLVD",34.103181,-118.329653
1716,"1600 N LAS PALMAS AVE",34.100603,-118.336069
1717,"1600 N LAS PALMAS AVE",34.100397,-118.336066
1718,"1600 N LAS PALMAS AVE",34.100349,-118.336065
1719,"1600 N LAS PALMAS AVE",34.100034,-118.33606
1720,"1701 N LAS PALMAS AVE",34.10194,-118.336212
1721,"1701 N LAS PALMAS AVE",34.101809,-118.336212
1722,"1600 N CHEROKEE AVE",34.101184,-118.334972
1723,"1600 N CHEROKEE AVE",34.10132,-118.334973
1724,"7001 W HAWTHORN AVE",34.100392,-118.344146
1725,"1700 N EL CERRITO PL",34.102292,-118.344661
1726,"1701 N SYCAMORE AVE",34.102065,-118.343402
1727,"1701 N SYCAMORE AVE",34.102009,-118.343402
1728,"1600 N SYCAMORE AVE",34.101126,-118.343255
1729,"1600 N SYCAMORE AVE",34.101178,-118.343255
1730,"6301 W SELMA AVE",34.09985,-118.327826
1731,"1600 N IVAR AVE",34.100002,-118.328071
1732,"1600 N IVAR AVE",34.100909,-118.328078
1733,"1600 N IVAR AVE",34.10013,-118.328073
1734,"1600 N IVAR AVE",34.101037,-118.32808
1735,"1700 N VINE ST",34.10221,-118.326565
1736,"1700 N VINE ST",34.102344,-118.326568
1737,"1700 N VINE ST",34.102403,-118.326567
1738,"6300 W SELMA AVE",34.09973,-118.327518
1739,"1600 N IVAR AVE",34.100204,-118.328074
1740,"1600 N IVAR AVE",34.100327,-118.328074
1741,"1600 N IVAR AVE",34.101116,-118.328081
1742,"1600 N IVAR AVE",34.101164,-118.328081
1743,"1601 N IVAR AVE",34.101243,-118.328244
1744,"1601 N IVAR AVE",34.101293,-118.328244
1745,"1601 N IVAR AVE",34.100157,-118.328238
1746,"1700 N LAS PALMAS AVE",34.101959,-118.33607
1747,"1700 N WHITLEY AVE",34.103015,-118.333267
1748,"6501 W SELMA AVE",34.099825,-118.332751
1749,"6501 W SELMA AVE",34.099825,-118.332902
1750,"1601 N SCHRADER BLVD",34.100132,-118.332544
1751,"1601 N SCHRADER BLVD",34.100056,-118.332543
1752,"10800 W WEYBURN AVE",34.061738,-118.442072
1753,"10800 W WEYBURN AVE",34.061714,-118.442012
1754,"10800 W WEYBURN AVE",34.061686,-118.441937
1755,"10800 W LE CONTE AVE",34.063806,-118.441907
1756,"10800 W LE CONTE AVE",34.063745,-118.442088
1757,"10800 W LE CONTE AVE",34.063716,-118.442175
1758,"10800 W LE CONTE AVE",34.063904,-118.441618
1759,"10800 W LE CONTE AVE",34.063826,-118.441847
1760,"10800 W LE CONTE AVE",34.063766,-118.442028
1761,"10800 W LE CONTE AVE",34.063885,-118.441676
1762,"10901 W KINROSS AVE",34.060136,-118.446801
1763,"10901 W KINROSS AVE",34.060165,-118.446753
1764,"201 BOYD ST",34.047372,-118.244457
1765,"201 BOYD ST",34.047415,-118.244527
1766,"201 BOYD ST",34.047448,-118.244581
1767,"201 BOYD ST",34.047491,-118.24465
1768,"201 BOYD ST",34.047522,-118.244699
1769,"201 BOYD ST",34.047565,-118.244773
1770,"201 BOYD ST",34.047596,-118.244822
1771,"201 BOYD ST",34.047678,-118.244958
1772,"201 BOYD ST",34.047711,-118.24501
1773,"201 BOYD ST",34.04776,-118.24509
1774,"201 BOYD ST",34.047791,-118.24514
1775,"301 BOYD ST",34.046815,-118.242944
1776,"301 BOYD ST",34.046836,-118.243005
1777,"301 BOYD ST",34.046865,-118.24309
1778,"301 BOYD ST",34.04689,-118.243162
